"DHMS regions identified for K27, K4, and K36",,,,,
,,,,,
"K27, ESC enriched","K27, NPC enriched","K4, ESC enriched","K4, NPC enriched","K36, ESC enriched","K36, NPC enriched"
,,chr14:74567000-74570000,,,
,,chr14:74884000-74885000,,,
,,chr14:74977000-74979000,,,
,,chr14:75148000-75153000,,,
,,chr14:75159000-75161000,,,
,,chr14:75205000-75206000,,,
,,chr14:75228000-75231000,,,
,,chr14:75247000-75253000,,,
,,chr14:75267000-75268000,,,
,,chr14:75290000-75292000,,,
,,chr14:75397000-75398000,,,
,,chr14:75770000-75772000,,,
,,chr14:76254000-76256000,,,
,,chr14:76608000-76609000,,,
,,chr14:77041000-77043000,,,
,,chr14:77459000-77461000,,,
,,chr14:77510000-77511000,,,
,,chr14:77876000-77879000,,,
,,chr14:78033000-78037000,,,
,,chr14:78221000-78222000,,,
,,chr14:78316000-78319000,,,
,,chr14:78324000-78325000,,,
,,chr14:78395000-78396000,,,
,,chr14:78502000-78505000,,,
,,chr14:83255000-83257000,,,
,,chr14:85955000-85956000,,,
,,chr14:87317000-87319000,,,
,,chr14:98182000-98187000,,,
,,chr14:98190000-98197000,,,
,,chr14:98249000-98250000,,,
,,chr14:98656000-98657000,,,
,,chr14:99168000-99171000,,,
,,chr14:99361000-99363000,,,
,,chr14:100615000-100616000,,,
,,chr14:100617000-100618000,,,
,,chr14:101981000-101982000,,,
,,chr14:101988000-101989000,,,
,,chr14:103346000-103347000,,,
,,chr14:103358000-103360000,,,
,,chr14:104746000-104748000,,,
,,chr14:104991000-104993000,,,
,,chr14:110563000-110564000,,,
,,chr14:117540000-117543000,,,
,,chr14:117548000-117549000,,,
,,chr14:117550000-117551000,,,
,,chr14:117561000-117562000,,,
,,chr14:117570000-117578000,,,
,,chr14:117579000-117586000,,,
,,chr14:117587000-117592000,,,
,,chr14:117597000-117598000,,,
,,chr14:118141000-118143000,,,
,,chr14:118273000-118275000,,,
,,chr14:119422000-119424000,,,
,,chr14:119524000-119525000,,,
,,chr14:119605000-119606000,,,
,,chr14:119938000-119940000,,,
,,chr14:119941000-119942000,,,
,,chr14:120031000-120033000,,,
,,chr14:120170000-120171000,,,
,,chr14:120379000-120380000,,,
,,chr14:120540000-120541000,,,
,,chr14:120591000-120592000,,,
,,chr14:120639000-120643000,,,
,,chr14:120931000-120933000,,,
,,chr14:121240000-121241000,,,
,,chr14:121317000-121318000,,,
,,chr14:121390000-121392000,,,
,,chr14:121405000-121407000,,,
,,chr14:121415000-121417000,,,
,,chr14:121541000-121543000,,,
,,chr14:121552000-121554000,,,
,,chr14:121568000-121570000,,,
,,chr14:121588000-121589000,,,
,,chr14:121603000-121605000,,,
,,chr14:121608000-121609000,,,
,,chr14:121626000-121627000,,,
,,chr14:122048000-122049000,,,
,,chr14:122117000-122118000,,,
,,chr14:122761000-122763000,,,
,,chr14:123327000-123329000,,,
,,chr15:5081000-5083000,,,
,,chr15:5099000-5100000,,,
,,chr15:5101000-5102000,,,
,,chr15:5189000-5193000,,,
,,chr15:5991000-5992000,,,
,,chr15:6693000-6697000,,,
,,chr15:6821000-6823000,,,
,,chr15:7028000-7030000,,,
,,chr15:7084000-7085000,,,
,,chr15:7758000-7763000,,,
,,chr15:8768000-8769000,,,
,,chr15:9021000-9022000,,,
,,chr15:10122000-10124000,,,
,,chr15:10631000-10636000,,,
,,chr15:10656000-10662000,,,
,,chr15:10680000-10681000,,,
,,chr15:10980000-10983000,,,
,,chr15:11848000-11851000,,,
,,chr15:11963000-11964000,,,
,,chr15:11981000-11985000,,,
,,chr15:12051000-12052000,,,
,,chr15:12141000-12142000,,,
,,chr15:12318000-12321000,,,
,,chr15:12494000-12496000,,,
,,chr15:12777000-12780000,,,
,,chr15:12907000-12908000,,,
,,chr15:25276000-25278000,,,
,,chr15:25309000-25310000,,,
,,chr15:25566000-25567000,,,
,,chr15:25637000-25639000,,,
,,chr15:25695000-25697000,,,
,,chr15:25701000-25707000,,,
,,chr15:25708000-25717000,,,
,,chr15:25724000-25731000,,,
,,chr15:25733000-25735000,,,
,,chr15:25787000-25789000,,,
,,chr15:26253000-26255000,,,
,,chr15:27366000-27368000,,,
,,chr15:27692000-27693000,,,
,,chr15:27849000-27851000,,,
,,chr15:27912000-27914000,,,
,,chr15:28015000-28017000,,,
,,chr15:30591000-30592000,,,
,,chr15:31120000-31122000,,,
,,chr15:31241000-31243000,,,
,,chr15:31269000-31270000,,,
,,chr15:31359000-31361000,,,
,,chr15:32188000-32190000,,,
,,chr15:33027000-33028000,,,
,,chr15:33631000-33633000,,,
,,chr15:33981000-33983000,,,
,,chr15:34397000-34399000,,,
,,chr15:34623000-34624000,,,
,,chr15:34782000-34784000,,,
,,chr15:35238000-35239000,,,
,,chr15:35245000-35248000,,,
,,chr15:35271000-35272000,,,
,,chr15:36071000-36073000,,,
,,chr15:36084000-36086000,,,
,,chr15:36155000-36157000,,,
,,chr15:36248000-36249000,,,
,,chr15:36399000-36401000,,,
,,chr15:36414000-36417000,,,
,,chr15:36499000-36501000,,,
,,chr15:36594000-36596000,,,
,,chr15:36633000-36636000,,,
,,chr15:36671000-36672000,,,
,,chr15:36690000-36691000,,,
,,chr15:36695000-36696000,,,
,,chr15:36924000-36926000,,,
,,chr15:37079000-37081000,,,
,,chr15:37176000-37180000,,,
,,chr15:37186000-37188000,,,
,,chr15:38019000-38021000,,,
,,chr15:38127000-38128000,,,
,,chr15:38318000-38319000,,,
,,chr15:38351000-38352000,,,
,,chr15:38645000-38646000,,,
,,chr15:38820000-38821000,,,
,,chr15:38836000-38837000,,,
,,chr15:38907000-38908000,,,
,,chr15:39027000-39028000,,,
,,chr15:39611000-39615000,,,
,,chr15:39686000-39688000,,,
,,chr15:41619000-41620000,,,
,,chr15:44617000-44619000,,,
,,chr15:44944000-44945000,,,
,,chr15:50699000-50700000,,,
,,chr15:51870000-51871000,,,
,,chr15:53004000-53006000,,,
,,chr15:53142000-53143000,,,
,,chr15:54401000-54402000,,,
,,chr15:54576000-54577000,,,
,,chr15:54782000-54783000,,,
,,chr15:54935000-54936000,,,
,,chr15:55095000-55098000,,,
,,chr15:55109000-55111000,,,
,,chr15:55137000-55139000,,,
,,chr15:57804000-57807000,,,
,,chr15:57839000-57840000,,,
,,chr15:58293000-58294000,,,
,,chr15:58896000-58902000,,,
,,chr15:58912000-58913000,,,
,,chr15:59109000-59110000,,,
,,chr15:59136000-59137000,,,
,,chr15:59504000-59505000,,,
,,chr15:61866000-61871000,,,
,,chr15:61873000-61877000,,,
,,chr15:61916000-61918000,,,
,,chr15:61921000-61929000,,,
,,chr15:63889000-63891000,,,
,,chr15:66797000-66801000,,,
,,chr15:66869000-66871000,,,
,,chr15:71557000-71558000,,,
,,chr15:72373000-72377000,,,
,,chr15:72636000-72638000,,,
,,chr15:73271000-73272000,,,
,,chr15:73340000-73341000,,,
,,chr15:73382000-73383000,,,
,,chr15:73413000-73415000,,,
,,chr15:73470000-73473000,,,
,,chr15:73485000-73488000,,,
,,chr15:73500000-73505000,,,
,,chr15:73523000-73524000,,,
,,chr15:73530000-73536000,,,
,,chr15:73552000-73553000,,,
,,chr15:73575000-73576000,,,
,,chr15:74041000-74042000,,,
,,chr15:74214000-74215000,,,
,,chr15:74314000-74316000,,,
,,chr15:74343000-74348000,,,
,,chr15:74356000-74361000,,,
,,chr15:74364000-74369000,,,
,,chr15:74414000-74417000,,,
,,chr15:74468000-74471000,,,
,,chr15:74486000-74489000,,,
,,chr15:74494000-74505000,,,
,,chr15:74506000-74508000,,,
,,chr15:74532000-74534000,,,
,,chr15:74548000-74551000,,,
,,chr15:74782000-74784000,,,
,,chr15:75392000-75395000,,,
,,chr15:75469000-75471000,,,
,,chr15:75473000-75475000,,,
,,chr15:75505000-75506000,,,
,,chr15:75535000-75541000,,,
,,chr15:75555000-75560000,,,
,,chr15:75573000-75580000,,,
,,chr15:75689000-75690000,,,
,,chr15:75707000-75722000,,,
,,chr15:75801000-75803000,,,
,,chr15:75808000-75810000,,,
,,chr15:75820000-75822000,,,
,,chr15:75824000-75827000,,,
,,chr15:75829000-75834000,,,
,,chr15:75835000-75842000,,,
,,chr15:75861000-75863000,,,
,,chr15:75914000-75916000,,,
,,chr15:75917000-75918000,,,
,,chr15:75945000-75947000,,,
,,chr15:75999000-76015000,,,
,,chr15:76019000-76028000,,,
,,chr15:76031000-76034000,,,
,,chr15:76035000-76037000,,,
,,chr15:76055000-76061000,,,
,,chr15:76111000-76113000,,,
,,chr15:76120000-76125000,,,
,,chr15:76132000-76137000,,,
,,chr15:76183000-76185000,,,
,,chr15:76190000-76191000,,,
,,chr15:76284000-76286000,,,
,,chr15:76339000-76340000,,,
,,chr15:76344000-76349000,,,
,,chr15:76359000-76363000,,,
,,chr15:76421000-76424000,,,
,,chr15:76440000-76441000,,,
,,chr15:76443000-76447000,,,
,,chr15:76459000-76461000,,,
,,chr15:76493000-76497000,,,
,,chr15:76521000-76527000,,,
,,chr15:76545000-76547000,,,
,,chr15:76549000-76550000,,,
,,chr15:76552000-76553000,,,
,,chr15:76680000-76682000,,,
,,chr15:76706000-76709000,,,
,,chr15:76738000-76740000,,,
,,chr15:76814000-76817000,,,
,,chr15:76881000-76885000,,,
,,chr15:76898000-76900000,,,
,,chr15:76905000-76909000,,,
,,chr15:77163000-77167000,,,
,,chr15:77169000-77172000,,,
,,chr15:77182000-77188000,,,
,,chr15:77195000-77197000,,,
,,chr15:77655000-77658000,,,
,,chr15:77672000-77679000,,,
,,chr15:77684000-77687000,,,
,,chr15:77691000-77695000,,,
,,chr15:77708000-77711000,,,
,,chr15:77716000-77718000,,,
,,chr15:77732000-77735000,,,
,,chr15:77822000-77824000,,,
,,chr15:77828000-77830000,,,
,,chr15:78232000-78233000,,,
,,chr15:78237000-78238000,,,
,,chr15:78337000-78338000,,,
,,chr15:78350000-78351000,,,
,,chr15:78366000-78368000,,,
,,chr15:78381000-78383000,,,
,,chr15:78419000-78420000,,,
,,chr15:78499000-78502000,,,
,,chr15:78539000-78541000,,,
,,chr15:78545000-78547000,,,
,,chr15:78599000-78601000,,,
,,chr15:78605000-78606000,,,
,,chr15:78629000-78631000,,,
,,chr15:78642000-78643000,,,
,,chr15:78690000-78692000,,,
,,chr15:78723000-78725000,,,
,,chr15:78726000-78729000,,,
,,chr15:78776000-78777000,,,
,,chr15:78795000-78796000,,,
,,chr15:78854000-78856000,,,
,,chr15:78866000-78871000,,,
,,chr15:78879000-78880000,,,
,,chr15:78936000-78938000,,,
,,chr15:78990000-78992000,,,
,,chr15:79036000-79039000,,,
,,chr15:79040000-79041000,,,
,,chr15:79079000-79080000,,,
,,chr15:79088000-79090000,,,
,,chr15:79097000-79099000,,,
,,chr15:79133000-79135000,,,
,,chr15:79154000-79156000,,,
,,chr15:79183000-79185000,,,
,,chr15:79195000-79197000,,,
,,chr15:79221000-79225000,,,
,,chr15:79262000-79267000,,,
,,chr15:79280000-79284000,,,
,,chr15:79298000-79299000,,,
,,chr15:79308000-79313000,,,
,,chr15:79332000-79335000,,,
,,chr15:79344000-79348000,,,
,,chr15:79374000-79376000,,,
,,chr15:79431000-79433000,,,
,,chr15:79444000-79446000,,,
,,chr15:79447000-79449000,,,
,,chr15:79575000-79576000,,,
,,chr15:79579000-79580000,,,
,,chr15:79620000-79622000,,,
,,chr15:79631000-79633000,,,
,,chr15:79654000-79658000,,,
,,chr15:79672000-79676000,,,
,,chr15:79719000-79723000,,,
,,chr15:79726000-79735000,,,
,,chr15:79745000-79748000,,,
,,chr15:79754000-79755000,,,
,,chr15:79757000-79763000,,,
,,chr15:79768000-79769000,,,
,,chr15:79781000-79786000,,,
,,chr15:79788000-79800000,,,
,,chr15:79838000-79843000,,,
,,chr15:79890000-79892000,,,
,,chr15:79906000-79909000,,,
,,chr15:79919000-79922000,,,
,,chr15:79923000-79928000,,,
,,chr15:79932000-79935000,,,
,,chr15:79942000-79945000,,,
,,chr15:79986000-79989000,,,
,,chr15:79998000-80002000,,,
,,chr15:80038000-80040000,,,
,,chr15:80045000-80049000,,,
,,chr15:80051000-80057000,,,
,,chr15:80086000-80087000,,,
,,chr15:80115000-80118000,,,
,,chr15:80199000-80200000,,,
,,chr15:80222000-80223000,,,
,,chr15:80498000-80500000,,,
,,chr15:80756000-80757000,,,
,,chr15:80836000-80837000,,,
,,chr15:81040000-81041000,,,
,,chr15:81063000-81064000,,,
,,chr15:81306000-81309000,,,
,,chr15:81338000-81343000,,,
,,chr15:81349000-81353000,,,
,,chr15:81494000-81495000,,,
,,chr15:81520000-81523000,,,
,,chr15:81577000-81578000,,,
,,chr15:81596000-81597000,,,
,,chr15:81658000-81660000,,,
,,chr15:81663000-81665000,,,
,,chr15:81784000-81788000,,,
,,chr15:81897000-81899000,,,
,,chr15:81991000-81995000,,,
,,chr15:81998000-81999000,,,
,,chr15:82034000-82036000,,,
,,chr15:82039000-82041000,,,
,,chr15:82043000-82048000,,,
,,chr15:82050000-82052000,,,
,,chr15:82126000-82128000,,,
,,chr15:82168000-82172000,,,
,,chr15:82185000-82187000,,,
,,chr15:82245000-82246000,,,
,,chr15:82726000-82733000,,,
,,chr15:82739000-82741000,,,
,,chr15:82796000-82797000,,,
,,chr15:82837000-82839000,,,
,,chr15:82869000-82873000,,,
,,chr15:82878000-82881000,,,
,,chr15:82917000-82919000,,,
,,chr15:82927000-82929000,,,
,,chr15:82993000-82996000,,,
,,chr15:83010000-83012000,,,
,,chr15:83031000-83033000,,,
,,chr15:83038000-83039000,,,
,,chr15:83063000-83066000,,,
,,chr15:83072000-83081000,,,
,,chr15:83194000-83195000,,,
,,chr15:83317000-83319000,,,
,,chr15:83324000-83325000,,,
,,chr15:83354000-83356000,,,
,,chr15:83382000-83384000,,,
,,chr15:83390000-83393000,,,
,,chr15:83397000-83399000,,,
,,chr15:83464000-83467000,,,
,,chr15:83479000-83480000,,,
,,chr15:83552000-83554000,,,
,,chr15:83577000-83578000,,,
,,chr15:83607000-83609000,,,
,,chr15:83902000-83903000,,,
,,chr15:83931000-83934000,,,
,,chr15:83959000-83960000,,,
,,chr15:84011000-84019000,,,
,,chr15:84057000-84062000,,,
,,chr15:84066000-84068000,,,
,,chr15:84273000-84275000,,,
,,chr15:84366000-84367000,,,
,,chr15:84384000-84387000,,,
,,chr15:84491000-84492000,,,
,,chr15:84493000-84494000,,,
,,chr15:84497000-84498000,,,
,,chr15:84507000-84510000,,,
,,chr15:84542000-84544000,,,
,,chr15:84547000-84550000,,,
,,chr15:84551000-84557000,,,
,,chr15:84594000-84595000,,,
,,chr15:85033000-85034000,,,
,,chr15:85038000-85040000,,,
,,chr15:85361000-85366000,,,
,,chr15:85404000-85406000,,,
,,chr15:85443000-85444000,,,
,,chr15:85453000-85454000,,,
,,chr15:85488000-85489000,,,
,,chr15:85649000-85650000,,,
,,chr15:85659000-85661000,,,
,,chr15:85689000-85695000,,,
,,chr15:85696000-85698000,,,
,,chr15:85728000-85732000,,,
,,chr15:85857000-85863000,,,
,,chr15:88490000-88492000,,,
,,chr15:88518000-88520000,,,
,,chr15:88534000-88542000,,,
,,chr15:88557000-88559000,,,
,,chr15:88664000-88667000,,,
,,chr15:88682000-88683000,,,
,,chr15:88690000-88697000,,,
,,chr15:88709000-88711000,,,
,,chr15:88718000-88722000,,,
,,chr15:88742000-88744000,,,
,,chr15:88782000-88784000,,,
,,chr15:88810000-88812000,,,
,,chr15:88886000-88890000,,,
,,chr15:88895000-88899000,,,
,,chr15:88973000-88975000,,,
,,chr15:88987000-88989000,,,
,,chr15:88994000-88998000,,,
,,chr15:89000000-89003000,,,
,,chr15:89150000-89153000,,,
,,chr15:89163000-89165000,,,
,,chr15:89204000-89208000,,,
,,chr15:89212000-89217000,,,
,,chr15:89253000-89254000,,,
,,chr15:89285000-89287000,,,
,,chr15:89302000-89306000,,,
,,chr15:89325000-89329000,,,
,,chr15:89360000-89362000,,,
,,chr15:89375000-89377000,,,
,,chr15:89384000-89387000,,,
,,chr15:89401000-89402000,,,
,,chr15:91027000-91028000,,,
,,chr15:92172000-92174000,,,
,,chr15:92225000-92226000,,,
,,chr15:92830000-92831000,,,
,,chr15:93331000-93333000,,,
,,chr15:94351000-94352000,,,
,,chr15:94394000-94395000,,,
,,chr15:94427000-94430000,,,
,,chr15:95482000-95483000,,,
,,chr15:95648000-95649000,,,
,,chr15:95776000-95777000,,,
,,chr15:95999000-96001000,,,
,,chr15:96002000-96003000,,,
,,chr15:96008000-96009000,,,
,,chr15:96025000-96026000,,,
,,chr15:96038000-96040000,,,
,,chr15:96046000-96047000,,,
,,chr15:96081000-96083000,,,
,,chr15:96085000-96086000,,,
,,chr15:96319000-96320000,,,
,,chr15:96394000-96396000,,,
,,chr15:96465000-96467000,,,
,,chr15:96529000-96530000,,,
,,chr15:96537000-96538000,,,
,,chr15:96550000-96552000,,,
,,chr15:96594000-96598000,,,
,,chr15:96781000-96782000,,,
,,chr15:96876000-96885000,,,
,,chr15:96886000-96889000,,,
,,chr15:96913000-96915000,,,
,,chr15:96916000-96918000,,,
,,chr15:97001000-97002000,,,
,,chr15:97075000-97077000,,,
,,chr15:97167000-97168000,,,
,,chr15:97169000-97171000,,,
,,chr15:97196000-97213000,,,
,,chr15:97287000-97290000,,,
,,chr15:97410000-97411000,,,
,,chr15:97630000-97631000,,,
,,chr15:97636000-97637000,,,
,,chr15:97736000-97737000,,,
,,chr15:97820000-97824000,,,
,,chr15:97827000-97834000,,,
,,chr15:97941000-97943000,,,
,,chr15:97945000-97946000,,,
,,chr15:97947000-97950000,,,
,,chr15:97996000-97997000,,,
,,chr15:98124000-98125000,,,
,,chr15:98423000-98427000,,,
,,chr15:98430000-98433000,,,
,,chr15:98454000-98461000,,,
,,chr15:98466000-98471000,,,
,,chr15:98523000-98525000,,,
,,chr15:98550000-98557000,,,
,,chr15:98600000-98603000,,,
,,chr15:98604000-98608000,,,
,,chr15:98620000-98622000,,,
,,chr15:98624000-98627000,,,
,,chr15:98633000-98637000,,,
,,chr15:98719000-98727000,,,
,,chr15:98813000-98814000,,,
,,chr15:98816000-98820000,,,
,,chr15:98830000-98834000,,,
,,chr15:98845000-98848000,,,
,,chr15:98857000-98862000,,,
,,chr15:98881000-98886000,,,
,,chr15:98915000-98917000,,,
,,chr15:98920000-98929000,,,
,,chr15:98958000-98959000,,,
,,chr15:99053000-99055000,,,
,,chr15:99084000-99087000,,,
,,chr15:99106000-99108000,,,
,,chr15:99113000-99114000,,,
,,chr15:99236000-99238000,,,
,,chr15:99248000-99252000,,,
,,chr15:99253000-99255000,,,
,,chr15:99355000-99358000,,,
,,chr15:99407000-99408000,,,
,,chr15:99411000-99414000,,,
,,chr15:99418000-99419000,,,
,,chr15:99429000-99431000,,,
,,chr15:99481000-99483000,,,
,,chr15:99489000-99490000,,,
,,chr15:99505000-99508000,,,
,,chr15:99526000-99529000,,,
,,chr15:99535000-99537000,,,
,,chr15:99540000-99541000,,,
,,chr15:99699000-99703000,,,
,,chr15:99718000-99721000,,,
,,chr15:99920000-99921000,,,
,,chr15:100073000-100074000,,,
,,chr15:100075000-100080000,,,
,,chr15:100128000-100130000,,,
,,chr15:100455000-100467000,,,
,,chr15:100497000-100498000,,,
,,chr15:100513000-100514000,,,
,,chr15:100547000-100551000,,,
,,chr15:100556000-100558000,,,
,,chr15:100564000-100565000,,,
,,chr15:100615000-100617000,,,
,,chr15:100653000-100654000,,,
,,chr15:100742000-100744000,,,
,,chr15:100845000-100846000,,,
,,chr15:100867000-100869000,,,
,,chr15:100874000-100876000,,,
,,chr15:100880000-100883000,,,
,,chr15:100907000-100913000,,,
,,chr15:100920000-100927000,,,
,,chr15:100956000-100958000,,,
,,chr15:100965000-100975000,,,
,,chr15:100991000-100993000,,,
,,chr15:101003000-101004000,,,
,,chr15:101056000-101058000,,,
,,chr15:101059000-101061000,,,
,,chr15:101094000-101101000,,,
,,chr15:101105000-101108000,,,
,,chr15:101121000-101122000,,,
,,chr15:101240000-101241000,,,
,,chr15:101266000-101268000,,,
,,chr15:101673000-101675000,,,
,,chr15:101752000-101753000,,,
,,chr15:101802000-101806000,,,
,,chr15:101830000-101833000,,,
,,chr15:101853000-101854000,,,
,,chr15:101856000-101858000,,,
,,chr15:101934000-101936000,,,
,,chr15:101972000-101974000,,,
,,chr15:101984000-101989000,,,
,,chr15:102006000-102009000,,,
,,chr15:102038000-102043000,,,
,,chr15:102044000-102046000,,,
,,chr15:102060000-102074000,,,
,,chr15:102077000-102081000,,,
,,chr15:102084000-102088000,,,
,,chr15:102098000-102100000,,,
,,chr15:102183000-102188000,,,
,,chr15:102198000-102201000,,,
,,chr15:102210000-102211000,,,
,,chr15:102223000-102225000,,,
,,chr15:102226000-102229000,,,
,,chr15:102273000-102276000,,,
,,chr15:102279000-102282000,,,
,,chr15:102288000-102291000,,,
,,chr15:102337000-102339000,,,
,,chr15:102500000-102502000,,,
,,chr15:102520000-102521000,,,
,,chr15:102564000-102566000,,,
,,chr15:102573000-102575000,,,
,,chr15:102749000-102751000,,,
,,chr15:102762000-102763000,,,
,,chr15:102764000-102768000,,,
,,chr15:102769000-102771000,,,
,,chr15:102782000-102784000,,,
,,chr15:102804000-102806000,,,
,,chr15:102838000-102840000,,,
,,chr15:102855000-102856000,,,
,,chr15:102888000-102890000,,,
,,chr15:102930000-102931000,,,
,,chr15:102997000-102999000,,,
,,chr15:103010000-103012000,,,
,,chr15:103083000-103084000,,,
,,chr15:103136000-103138000,,,
,,chr15:103166000-103169000,,,
,,chr15:103349000-103351000,,,
,,chr16:3754000-3755000,,,
,,chr16:3787000-3789000,,,
,,chr16:3891000-3893000,,,
,,chr16:4183000-4184000,,,
,,chr16:4390000-4392000,,,
,,chr16:4471000-4473000,,,
,,chr16:4500000-4504000,,,
,,chr16:4516000-4524000,,,
,,chr16:4534000-4535000,,,
,,chr16:4563000-4566000,,,
,,chr16:4923000-4925000,,,
,,chr16:5047000-5049000,,,
,,chr16:5267000-5269000,,,
,,chr16:5451000-5453000,,,
,,chr16:5800000-5801000,,,
,,chr16:6264000-6265000,,,
,,chr16:8339000-8341000,,,
,,chr16:8439000-8441000,,,
,,chr16:8446000-8449000,,,
,,chr16:8477000-8479000,,,
,,chr16:8638000-8640000,,,
,,chr16:8655000-8658000,,,
,,chr16:8664000-8665000,,,
,,chr16:8672000-8674000,,,
,,chr16:8676000-8700000,,,
,,chr16:8703000-8709000,,,
,,chr16:8726000-8728000,,,
,,chr16:9905000-9907000,,,
,,chr16:10106000-10108000,,,
,,chr16:10226000-10228000,,,
,,chr16:10271000-10273000,,,
,,chr16:10288000-10289000,,,
,,chr16:10308000-10309000,,,
,,chr16:10360000-10363000,,,
,,chr16:10381000-10383000,,,
,,chr16:10403000-10404000,,,
,,chr16:10651000-10656000,,,
